"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Visibility_MeanRatio","Item_Type_Combined","Outlet_Years"
"FDO36",19.7,"Low Fat",0.077899109,"Baking Goods",177.766,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2696.49,0.237180984185455,"Food",9
"FDN52",12.5693234042553,"Regular",0.13093275,"Frozen Foods",86.9198,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1569.9564,0.113385326843166,"Food",28
"FDF21",10.3,"Regular",0.098464979,"Fruits and Vegetables",188.653,"OUT010",1998,"Small","Tier 3","Grocery Store",189.753,0.231413162024566,"Food",15
"FDU40",20.85,"Low Fat",0.037372847,"Frozen Foods",192.7478,"OUT013",1987,"High","Tier 3","Supermarket Type1",3099.9648,0.450840085413104,"Food",26
"FDS51",13.35,"Low Fat",0.032230526,"Meat",61.4194,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",743.0328,0.49820157981843,"Food",14
"FDE45",12.1,"Low Fat",0.040357315,"Fruits and Vegetables",177.8002,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1611.9018,0.337322507415032,"Food",16
"FDX50",20.1,"Low Fat",0.07461309,"Dairy",108.7228,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1215.7508,0.188095439849736,"Food",9
"NCN14",13.9157236842105,"Non-Edible",0.160936178,"Others",184.2608,"OUT019",1985,"Small","Tier 1","Grocery Store",367.5216,0.167338334067836,"Non-Consumable",28
"FDQ21",21.25,"Low Fat",0.019502354,"Snack Foods",120.8756,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3150.5656,0.848520117971007,"Food",4
"FDV57",12.8657320024198,"Regular",0.065577449,"Snack Foods",181.766,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7370.406,0.292487028828078,"Food",28
"FDB44",6.655,"Low Fat",0.016944719,"Fruits and Vegetables",209.2586,"OUT013",1987,"High","Tier 3","Supermarket Type1",2954.8204,1.04824307575421,"Food",26
"FDG52",13.65,"Low Fat",0.065576228,"Frozen Foods",47.7402,"OUT013",1987,"High","Tier 3","Supermarket Type1",643.1628,0.293463883364377,"Food",26
"FDL38",12.3408296213808,"Regular",0.02579577,"Canned",88.4172,"OUT019",1985,"Small","Tier 1","Grocery Store",89.2172,0.952754595081519,"Food",28
"NCS54",13.6,"Non-Edible",0.010008699,"Household",176.737,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4940.236,1.79339200406804,"Non-Consumable",14
"DRL37",15.5,"Low Fat",0.053362086,"Soft Drinks",41.577,"OUT035",2004,"Small","Tier 2","Supermarket Type1",735.709,0.277254218128183,"Drinks",9
"FDA43",10.895,"Low Fat",0.064621927,"Fruits and Vegetables",196.6794,"OUT013",1987,"High","Tier 3","Supermarket Type1",1170.4764,0.257205328599274,"Food",26
"FDZ39",19.7,"Regular",0.018126724,"Meat",101.799,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1135.189,0.827644129499009,"Food",6
"FDG45",8.1,"Low Fat",0.106839948,"Fruits and Vegetables",211.8902,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3823.0236,0.18044014772452,"Food",4
"FDH10",21,"Low Fat",0.049263979,"Snack Foods",195.0478,"OUT013",1987,"High","Tier 3","Supermarket Type1",1549.9824,0.28469797187201,"Food",26
"FDO10",13.65,"Regular",0.021343732,"Snack Foods",58.3588,"OUT010",1998,"Small","Tier 3","Grocery Store",114.5176,1.57557282679708,"Food",15
"FDS35",11.152361516035,"Low Fat",0.110681931,"Breads",63.2826,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1033.3216,0.144149413962262,"Food",28
"FDI41",12.5693234042553,"Regular",0.061955439,"Frozen Foods",145.1418,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4561.3958,0.26719836176354,"Food",28
"FDN21",12.8657320024198,"Low Fat",0.076483451,"Snack Foods",163.1236,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2416.854,0.192572285087451,"Food",28
"NCO18",13.15,"Non-Edible",0.024701262,"Household",176.8686,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2133.2232,0.561826845368934,"Non-Consumable",11
"FDB34",15.25,"Low Fat",0.02671821,"Snack Foods",85.2198,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1482.7366,0.580364095464965,"Food",4
"FDD05",19.35,"Low Fat",0.016597651,"Frozen Foods",121.5098,"OUT013",1987,"High","Tier 3","Supermarket Type1",2892.2352,0.845020461860132,"Food",26
"FDX59",11.152361516035,"Low Fat",0.0514111,"Breads",33.0558,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",984.7182,0.310336397513375,"Food",28
"FDZ23",17.75,"Regular",0.112985849,"Baking Goods",185.424,"OUT010",1998,"Small","Tier 3","Grocery Store",745.696,0.207947465434238,"Food",15
"FDX27",20.7,"Regular",0.11411709,"Dairy",92.7436,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1323.6104,0.146491938087408,"Food",16
"FDV07",9.5,"Low Fat",0.026821963,"Fruits and Vegetables",110.4228,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1547.3192,0.718747393693743,"Food",6
"FDR14",11.65,"Low Fat",0.175033524,"Dairy",55.5298,"OUT017",2007,"Small","Tier 2","Supermarket Type1",647.1576,0.0850350256888977,"Food",6
"FDO01",21.1,"Regular",0.020760673,"Breakfast",128.7994,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1798.9916,0.81391434266039,"Food",11
"FDO13",7.865,"Low Fat",0.061405051,"Breakfast",166.3526,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1973.4312,0.291192263783823,"Food",6
"FDU25",12.35,"Low Fat",0.026676216,"Canned",57.0246,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1737.738,0.721865506033171,"Food",9
"NCK54",13.3379766536965,"Non-Edible",0.029380407,"Household",114.715,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1864.24,0.783804859957166,"Non-Consumable",28
"FDZ56",16.25,"Low Fat",0.025715562,"Fruits and Vegetables",168.1474,"OUT013",1987,"High","Tier 3","Supermarket Type1",1516.0266,0.538126254511734,"Food",26
"NCL55",12.15,"Non-Edible",0.065026434,"Others",253.704,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5060.08,0.255959369465244,"Non-Consumable",6
"FDD59",10.5,"Regular",0.066315023,"Starchy Foods",78.296,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2157.192,0.242218908530004,"Food",11
"FDJ55",12.8,"Regular",0.023664054,"Meat",226.0404,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5400.9696,0.656516931597744,"Food",6
"FDA45",12.8657320024198,"Low Fat",0.154627247,"Snack Foods",177.637,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5469.547,0.124039904020776,"Food",28
"DRF23",4.61,"Low Fat",0.205294827,"Hard Drinks",172.8396,"OUT010",1998,"Small","Tier 3","Grocery Store",174.4396,0.120568617970009,"Drinks",15
"FDT49",7,"Low Fat",0.152261999,"Canned",105.728,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1278.336,0.0976890553189048,"Food",6
"NCO17",10,"Non-Edible",0.07117230925,"Health and Hygiene",120.644,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1917.504,0.32217393592579,"Non-Consumable",9
"FDH22",6.405,"Low Fat",0.136275173,"Snack Foods",128.1678,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1017.3424,0.117624810693677,"Food",9
"FDT34",9.3,"Low Fat",0.174621343,"Snack Foods",104.2964,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1998.7316,0.0882210781101938,"Food",14
"FDB39",11.6,"Low Fat",0.038597077,"Dairy",57.9272,"OUT045",2002,"Small","Tier 2","Supermarket Type1",615.1992,0.384233222677369,"Food",11
"FDQ22",16.75,"Low Fat",0.029799965,"Snack Foods",39.1822,"OUT045",2002,"Small","Tier 2","Supermarket Type1",314.2576,0.539090801548561,"Food",11
"NCN43",12.15,"Non-Edible",0.011314423,"Others",122.973,"OUT010",1998,"Small","Tier 3","Grocery Store",123.173,2.04805688534626,"Non-Consumable",15
"FDG57",14.7,"Low Fat",0.072410764,"Fruits and Vegetables",48.2034,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1020.6714,0.20634070051716,"Food",14
"FDR20",20,"Regular",0.028118435,"Fruits and Vegetables",46.7744,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1222.4088,0.684840409181165,"Food",9
"FDU22",12.8657320024198,"Low Fat",0.163350221,"Snack Foods",120.2124,"OUT019",1985,"Small","Tier 1","Grocery Store",474.0496,0.157095709297948,"Food",28
"NCC43",7.39,"Non-Edible",0.093307713,"Household",250.9066,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1506.0396,0.197447848632517,"Non-Consumable",6
"FDP01",20.75,"Regular",0.105994654,"Breakfast",150.5682,"OUT010",1998,"Small","Tier 3","Grocery Store",762.341,0.235576326861672,"Food",15
"FDF52",9.3,"Low Fat",0.067055339,"Frozen Foods",184.2292,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1277.0044,0.207414859641161,"Food",4
"FDZ33",10.195,"Low Fat",0.107376743,"Snack Foods",147.6076,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3547.3824,0.137808848819946,"Food",9
"FDP48",12.2752111111111,"Regular",0.043810028,"Baking Goods",181.395,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6042.135,0.31453925313113,"Food",28
"FDW56",7.68,"Low Fat",0.118672537,"Fruits and Vegetables",192.2162,"OUT010",1998,"Small","Tier 3","Grocery Store",384.8324,0.195261361460605,"Food",15
"FDC26",10.195,"Low Fat",0.126897925,"Canned",110.6886,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1223.0746,0.11803868514552,"Food",4
"FDF34",9.3,"Regular",0.014076503,"Snack Foods",200.0084,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2182.4924,1.06410410926881,"Food",4
"FDJ33",8.895,"Regular",0.088305478,"Snack Foods",123.473,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1478.076,0.190928380790744,"Food",9
"FDD04",16,"Low Fat",0.090153756,"Dairy",143.2154,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1418.154,0.183278015729165,"Food",11
"NCJ31",19.2,"Non-Edible",0.182501773,"Others",239.2196,"OUT013",1987,"High","Tier 3","Supermarket Type1",5061.4116,0.0816741642210561,"Non-Consumable",26
"FDO57",20.75,"Low Fat",0.108710162,"Snack Foods",161.7578,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2888.2404,0.129123496646916,"Food",16
"FDM36",12.2752111111111,"Regular",0.058446424,"Baking Goods",172.1422,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5518.1504,0.252001608810156,"Food",28
"NCY05",13.5,"Non-Edible",0.054990009,"Health and Hygiene",35.2874,"OUT046",1997,"Small","Tier 1","Supermarket Type1",741.0354,0.269048188880223,"Non-Consumable",16
"FDS44",13.1944061187762,"Regular",0.15528831,"Fruits and Vegetables",241.7538,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",9133.4444,0.126981999780486,"Food",28
"FDZ39",19.7,"Regular",0.018021361,"Meat",101.199,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1857.582,0.994279492832712,"Food",9
"NCM31",6.095,"Non-Edible",0.0816559,"Others",143.3154,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2836.308,0.246138747862828,"Non-Consumable",6
"DRK11",8.21,"Low Fat",0.010755465,"Hard Drinks",150.8392,"OUT013",1987,"High","Tier 3","Supermarket Type1",2982.784,1.34541160416074,"Drinks",26
"FDO34",17.7,"Low Fat",0.050111641,"Snack Foods",165.9816,"OUT010",1998,"Small","Tier 3","Grocery Store",167.7816,0.598607047877811,"Food",15
"NCL30",18.1,"Non-Edible",0.048931174,"Household",127.3336,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1150.5024,0.327589553340191,"Non-Consumable",9
"FDK28",5.695,"Low Fat",0.065960909,"Frozen Foods",259.2646,"OUT017",2007,"Small","Tier 2","Supermarket Type1",9275.9256,0.273238051485005,"Food",6
"DRJ39",20.25,"Low Fat",0.036319195,"Dairy",219.3482,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5038.1086,0.410671916409452,"Drinks",9
"NCP06",13.3379766536965,"Non-Edible",0.039055756,"Household",152.3366,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2115.9124,0.380119458543157,"Non-Consumable",28
"FDE33",13.1944061187762,"Regular",0.049395242,"Fruits and Vegetables",80.3644,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1885.5456,0.335070199270679,"Food",28
"FDZ44",8.185,"Low Fat",0.038789271,"Fruits and Vegetables",115.6808,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",703.0848,0.357437883769433,"Food",14
"FDV46",18.2,"Low Fat",0.012659235,"Snack Foods",140.718,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2656.542,1.30822471792621,"Food",4
"NCO06",19.25,"Non-Edible",0.108010006,"Household",33.3558,"OUT035",2004,"Small","Tier 2","Supermarket Type1",713.0718,0.16589453138938,"Non-Consumable",9
"DRG03",14.5,"Low Fat",0.061934991,"Dairy",154.4998,"OUT013",1987,"High","Tier 3","Supermarket Type1",1691.7978,0.240666537571942,"Drinks",26
"FDU37",9.5,"Regular",0.104421237,"Canned",80.196,"OUT013",1987,"High","Tier 3","Supermarket Type1",2157.192,0.15338740692514,"Food",26
"FDI57",19.85,"Low Fat",0.053980686,"Seafood",196.8768,"OUT013",1987,"High","Tier 3","Supermarket Type1",2561.9984,0.296754868070518,"Food",26
"FDM45",8.655,"Regular",0.088121336,"Snack Foods",119.7756,"OUT013",1987,"High","Tier 3","Supermarket Type1",2059.9852,0.18178379851133,"Food",26
"FDC26",10.195,"Low Fat",0.126359196,"Canned",109.2886,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1334.2632,0.141804236649597,"Food",9
"FDU14",13.2383581296493,"Low Fat",0.034584356,"Dairy",248.375,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",10236.675,0.575364858750873,"Food",28
"FDB26",14,"Regular",0.031267496,"Canned",51.464,"OUT046",1997,"Small","Tier 1","Supermarket Type1",692.432,0.512748869112714,"Food",16
"FDC29",8.39,"Regular",0.024304264,"Frozen Foods",114.0176,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1488.7288,0.795693315875439,"Food",4
"FDY58",11.65,"Low Fat",0.040144377,"Snack Foods",228.9694,"OUT017",2007,"Small","Tier 2","Supermarket Type1",6622.7126,0.422440127518078,"Food",6
"FDR59",14.5,"Regular",0.063851475,"Breads",260.4594,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3139.9128,0.280624203701433,"Food",9
"FDS03",12.7661037891269,"Low Fat",0.079243005,"Meat",65.8826,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1614.565,0.184111215428005,"Food",28
"FDR43",18.2,"Low Fat",0.161355122,"Fruits and Vegetables",38.319,"OUT013",1987,"High","Tier 3","Supermarket Type1",585.904,0.0964812652639272,"Food",26
"FDZ25",12.3408296213808,"Regular",0.02748331,"Canned",169.379,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5602.707,0.580524530630962,"Food",28
"NCN26",10.85,"Non-Edible",0.028738058,"Household",117.1808,"OUT045",2002,"Small","Tier 2","Supermarket Type1",703.0848,0.582320604326554,"Non-Consumable",11
"FDO38",17.25,"Low Fat",0.073135768,"Canned",77.2986,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1012.6818,0.204809009931035,"Food",4
"FDP28",13.65,"Regular",0.081096613,"Frozen Foods",261.2936,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3131.9232,0.220180871825478,"Food",6
"FDG31",12.15,"Low Fat",0.063430788,"Meat",65.4826,"OUT010",1998,"Small","Tier 3","Grocery Store",258.3304,0.405911912256355,"Food",15
"FDI45",13.1,"Low Fat",0.037549969,"Fruits and Vegetables",176.1054,"OUT013",1987,"High","Tier 3","Supermarket Type1",4027.4242,0.393820496062069,"Food",26
"NCS54",13.6,"Non-Edible",0.016726506,"Household",176.037,"OUT010",1998,"Small","Tier 3","Grocery Store",352.874,1.55913724032248,"Non-Consumable",15
"FDE17",20.1,"Regular",0.054565932,"Frozen Foods",152.2366,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2418.1856,0.271786416387655,"Food",11
"NCG06",16.35,"Non-Edible",0.029445361,"Household",257.6646,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2061.3168,0.544478741300187,"Non-Consumable",16
"FDQ57",12.8657320024198,"Low Fat",0.048932713,"Snack Foods",144.476,"OUT019",1985,"Small","Tier 1","Grocery Store",146.476,0.666502521180797,"Food",28
"NCB31",6.235,"Non-Edible",0.118651919,"Household",263.991,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4207.856,0.149822627167142,"Non-Consumable",9
"NCP29",8.42,"Non-Edible",0.112728355,"Health and Hygiene",65.8168,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",830.9184,0.121241904711126,"Non-Consumable",4
"NCX29",13.1717394366197,"Non-Edible",0.156094569,"Health and Hygiene",144.3102,"OUT019",1985,"Small","Tier 1","Grocery Store",145.8102,0.164443122534353,"Non-Consumable",28
"FDU37",9.5,"Regular",0.104933928,"Canned",78.796,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1198.44,0.184269963053772,"Food",4
"FDM02",12.5,"Regular",0.12341737,"Canned",86.0198,"OUT010",1998,"Small","Tier 3","Grocery Store",87.2198,0.202320235311911,"Food",15
"FDN16",12.6,"Regular",0.062700289,"Frozen Foods",102.199,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1960.781,0.283572923825988,"Food",16
"FDR46",16.85,"Low Fat",0.139417654,"Snack Foods",147.476,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2929.52,0.099355044290342,"Food",16
"FDE50",12.3408296213808,"Regular",0.01612717,"Canned",189.3556,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2253.0672,0.913278225581049,"Food",28
"FDL52",6.635,"Regular",0.077145553,"Frozen Foods",39.8506,"OUT010",1998,"Small","Tier 3","Grocery Store",75.9012,0.313691560268864,"Food",15
"FDQ49",20.2,"Regular",0.039215075,"Breakfast",157.663,"OUT013",1987,"High","Tier 3","Supermarket Type1",2190.482,0.468868069223751,"Food",26
"FDI14",14.1,"Low Fat",0.089859642,"Canned",140.2496,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1693.7952,0.214772086838168,"Food",11
"FDS16",15.15,"Regular",0.066121873,"Frozen Foods",145.676,"OUT013",1987,"High","Tier 3","Supermarket Type1",3661.9,0.242065763480285,"Food",26
"FDU15",13.65,"Regular",0.026643448,"Meat",37.9532,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",862.8768,0.512060335128699,"Food",14
"NCG43",13.3379766536965,"Non-Edible",0.073879939,"Household",94.0462,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1850.924,0.247928279440102,"Non-Consumable",28
"FDR23",11.152361516035,"Low Fat",0.08139146,"Breads",177.837,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6351.732,0.20346302592286,"Food",28
"FDS52",12.5693234042553,"Low Fat",0.005448005,"Frozen Foods",102.1016,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3542.056,2.67795772316196,"Food",28
"NCP18",12.15,"Non-Edible",0.028714747,"Household",151.9708,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3611.2992,0.540510289094418,"Non-Consumable",4
"DRF23",11.576204620462,"Low Fat",0.122058364,"Hard Drinks",172.8396,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7152.0236,0.144843538489576,"Drinks",28
"FDO09",13.5,"Regular",0.125528734,"Snack Foods",262.191,"OUT045",2002,"Small","Tier 2","Supermarket Type1",6048.793,0.119083081773465,"Food",11
"FDB40",17.5,"Regular",0.007555176,"Dairy",145.9102,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2187.153,1.96111787365869,"Food",11
"DRK37",11.788407960199,"Low Fat",0.077046505,"Soft Drinks",189.453,"OUT019",1985,"Small","Tier 1","Grocery Store",759.012,0.451811499665572,"Drinks",28
"DRN11",7.85,"Low Fat",0.162980276,"Hard Drinks",145.2444,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1451.444,0.0984141589372443,"Drinks",16
"FDE22",9.695,"Low Fat",0.029632784,"Snack Foods",159.692,"OUT045",2002,"Small","Tier 2","Supermarket Type1",958.752,0.570226861762523,"Food",11
"FDF04",17.5,"Low Fat",0.013634468,"Frozen Foods",256.4304,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1808.3128,1.07475532520743,"Food",9
"FDE41",9.195,"Regular",0.064376263,"Frozen Foods",83.1566,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1099.2358,0.250450366084726,"Food",6
"FDW08",13.1944061187762,"Low Fat",0.147663025,"Fruits and Vegetables",106.028,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1810.976,0.123567081133872,"Food",28
"NCD54",21.1,"Non-Edible",0.029003459,"Household",143.4786,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2311.6576,0.510196568826665,"Non-Consumable",9
"FDZ33",10.195,"Low Fat",0.107834541,"Snack Foods",146.5076,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1330.2684,0.165554865223894,"Food",4
"FDO23",17.85,"Low Fat",0.146399663,"Breads",93.8436,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1418.154,0.104573949883358,"Food",9
"FDN34",15.6,"Regular",0.04575559,"Snack Foods",167.1132,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2874.9244,0.361535905579146,"Food",9
"FDL39",16.1,"Regular",0.063278652,"Dairy",182.1318,"OUT013",1987,"High","Tier 3","Supermarket Type1",2345.6134,0.221644338378577,"Food",26
"FDT28",13.3,"Low Fat",0.063664998,"Frozen Foods",151.6708,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3912.2408,0.27971017036174,"Food",14
"FDH33",12.85,"Low Fat",0.122221269,"Snack Foods",45.9428,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1274.3412,0.120351047754172,"Food",4
"FDA34",11.5,"Low Fat",0.014944614,"Starchy Foods",171.808,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5712.564,1.29606733302939,"Food",6
